cpf,sexo,curso,salario_5_anos,estado,cidade,trabalha_na_area,tipo_empresa
1557,Feminino,Administração,3680.77,PB,Olinda,Não,Empreendedor
1558,Masculino,Direito,4661.97,PE,Olinda,Sim,Pública
1559,Masculino,Direito,2690.5,RN,Recife,Não,Empreendedor
1560,Masculino,Administração,6577.11,AL,Olinda,Não,Privada
1561,Masculino,Pedagogia,1839.21,AL,Vitória,Sim,Empreendedor
1562,Feminino,Direito,3769.4,PE,Olinda,Não,Empreendedor
1563,Feminino,Enfermagem,3584.35,RN,Recife,Sim,Empreendedor
1564,Feminino,Enfermagem,3507.95,PB,Caruaru,Sim,Privada
1565,Masculino,Pedagogia,2817.37,PE,Caruaru,Não,Privada
1566,Masculino,Direito,3598.96,PB,Vitória,Sim,Privada
1567,Masculino,Enfermagem,2960.27,CE,Caruaru,Não,Pública
1568,Feminino,Direito,5045.47,RN,Olinda,Não,Pública
1569,Masculino,Direito,5444.93,AL,Recife,Sim,Pública
1570,Feminino,Enfermagem,3033.75,PE,Vitória,Não,Pública
1571,Feminino,Administração,1526.04,AL,Caruaru,Sim,Empreendedor
1572,Feminino,Enfermagem,3881.18,PB,Olinda,Não,Pública
1573,Feminino,Pedagogia,3837.91,PB,Olinda,Sim,Pública
1574,Feminino,Engenharia Civil,3626.25,CE,Limoeiro,Sim,Pública
1575,Feminino,Enfermagem,4139.54,PB,Limoeiro,Sim,Empreendedor
1576,Masculino,Direito,5157.83,PB,Recife,Sim,Pública
1577,Masculino,Direito,4499.57,AL,Vitória,Sim,Pública
1578,Feminino,Enfermagem,4137.72,AL,Caruaru,Sim,Pública
1579,Feminino,Engenharia Civil,4404.7,PE,Caruaru,Não,Privada
1580,Masculino,Enfermagem,3801.77,PE,Olinda,Não,Pública
1581,Feminino,Engenharia Civil,2365.47,PB,Caruaru,Não,Pública
1582,Feminino,Engenharia Civil,5240.55,RN,Recife,Não,Pública
1583,Masculino,Pedagogia,3623.1,PE,Limoeiro,Sim,Empreendedor
1584,Feminino,Direito,2364.87,PB,Olinda,Sim,Pública
1585,Feminino,Direito,2146.43,AL,Vitória,Sim,Pública
1586,Feminino,Engenharia Civil,2398.64,CE,Olinda,Sim,Privada
1587,Masculino,Direito,2020.75,AL,Caruaru,Não,Privada
1588,Masculino,Administração,4302.66,AL,Recife,Sim,Empreendedor
1589,Masculino,Engenharia Civil,3289.87,CE,Vitória,Sim,Empreendedor
1590,Feminino,Direito,4431.21,AL,Olinda,Sim,Pública
1591,Feminino,Administração,4903.37,PE,Caruaru,Não,Privada
1592,Masculino,Pedagogia,4592.94,AL,Olinda,Não,Empreendedor
1593,Feminino,Direito,4260.83,CE,Vitória,Não,Empreendedor
1594,Feminino,Administração,3845.03,PB,Caruaru,Não,Privada
1595,Feminino,Enfermagem,3271.56,PB,Limoeiro,Sim,Pública
1596,Feminino,Enfermagem,3351.62,PB,Vitória,Não,Privada
1597,Feminino,Administração,4201.24,CE,Limoeiro,Não,Pública
1598,Masculino,Engenharia Civil,2346.42,CE,Limoeiro,Sim,Pública
1599,Feminino,Engenharia Civil,3435.34,PE,Caruaru,Não,Privada
1600,Masculino,Direito,2608.59,CE,Olinda,Não,Pública
1601,Feminino,Enfermagem,4907.58,PB,Olinda,Sim,Empreendedor
1602,Masculino,Engenharia Civil,4360.47,CE,Recife,Não,Privada
1603,Feminino,Engenharia Civil,6064.95,RN,Vitória,Não,Empreendedor
1604,Masculino,Enfermagem,2590.76,AL,Vitória,Não,Pública
1605,Feminino,Pedagogia,2719.43,PE,Caruaru,Não,Pública
1606,Masculino,Engenharia Civil,3569.0,PB,Caruaru,Sim,Privada
1607,Feminino,Administração,2629.45,PB,Recife,Sim,Privada
1608,Masculino,Direito,4145.14,RN,Recife,Não,Pública
1609,Feminino,Engenharia Civil,3438.86,PE,Limoeiro,Sim,Privada
1610,Masculino,Engenharia Civil,2913.76,AL,Recife,Sim,Pública
1611,Masculino,Pedagogia,4805.13,PE,Olinda,Não,Empreendedor
1612,Feminino,Administração,1280.49,PE,Limoeiro,Não,Privada
1613,Feminino,Direito,4150.54,PB,Recife,Sim,Empreendedor
1614,Masculino,Engenharia Civil,2838.64,CE,Olinda,Sim,Privada
1615,Feminino,Direito,4480.11,AL,Olinda,Não,Empreendedor
1616,Masculino,Enfermagem,4767.51,PE,Limoeiro,Sim,Pública
1617,Masculino,Engenharia Civil,768.38,RN,Limoeiro,Sim,Pública
1618,Masculino,Engenharia Civil,3246.05,PB,Olinda,Não,Pública
1619,Feminino,Enfermagem,3569.83,CE,Caruaru,Não,Pública
1620,Masculino,Pedagogia,670.6,CE,Limoeiro,Não,Privada
1621,Masculino,Engenharia Civil,3773.3,PB,Vitória,Não,Empreendedor
1622,Feminino,Direito,2866.34,PE,Caruaru,Sim,Privada
1623,Feminino,Administração,2053.13,PB,Vitória,Não,Privada
1624,Feminino,Direito,2719.41,CE,Recife,Sim,Pública
1625,Feminino,Pedagogia,2512.02,CE,Limoeiro,Sim,Privada
1626,Masculino,Administração,2814.97,RN,Limoeiro,Não,Empreendedor
1627,Masculino,Direito,3722.15,RN,Olinda,Sim,Privada
1628,Masculino,Direito,4677.5,CE,Limoeiro,Não,Empreendedor
1629,Masculino,Enfermagem,3406.6,RN,Vitória,Não,Pública
1630,Feminino,Pedagogia,4823.31,RN,Caruaru,Sim,Pública
1631,Masculino,Enfermagem,2244.85,RN,Recife,Sim,Privada
1632,Masculino,Administração,3683.47,CE,Caruaru,Sim,Empreendedor
1633,Feminino,Enfermagem,6027.93,PE,Vitória,Não,Pública
1634,Masculino,Pedagogia,1591.32,PE,Recife,Não,Pública
1635,Masculino,Engenharia Civil,1545.49,AL,Olinda,Não,Privada
1636,Masculino,Engenharia Civil,5035.97,RN,Limoeiro,Sim,Empreendedor
1637,Masculino,Administração,3764.63,PE,Limoeiro,Não,Pública
1638,Masculino,Engenharia Civil,2778.2,AL,Olinda,Não,Pública
1639,Masculino,Enfermagem,2144.39,PB,Vitória,Sim,Empreendedor
1640,Feminino,Administração,3456.81,RN,Olinda,Sim,Privada
1641,Feminino,Pedagogia,3660.29,PE,Vitória,Não,Privada
1642,Masculino,Administração,3666.23,PE,Recife,Não,Pública
1643,Masculino,Administração,2132.66,PE,Caruaru,Não,Pública
1644,Feminino,Direito,3095.66,AL,Caruaru,Sim,Privada
1645,Masculino,Direito,2818.3,PB,Olinda,Não,Privada
1646,Masculino,Administração,4275.73,RN,Limoeiro,Não,Pública
1647,Masculino,Engenharia Civil,2203.46,PE,Olinda,Sim,Empreendedor
1648,Feminino,Direito,3591.23,CE,Limoeiro,Não,Empreendedor
1649,Masculino,Pedagogia,6661.07,RN,Olinda,Não,Pública
1650,Feminino,Enfermagem,2121.52,CE,Olinda,Não,Pública
1651,Masculino,Direito,2603.28,AL,Caruaru,Sim,Pública
1652,Feminino,Administração,3387.37,PE,Limoeiro,Sim,Pública
1653,Feminino,Engenharia Civil,-30.71,RN,Caruaru,Sim,Privada
1654,Masculino,Enfermagem,1787.81,RN,Limoeiro,Sim,Empreendedor
1655,Feminino,Direito,3872.83,PE,Recife,Não,Empreendedor
1656,Masculino,Engenharia Civil,3289.2,PB,Recife,Sim,Empreendedor
1657,Feminino,Engenharia Civil,4765.65,AL,Recife,Sim,Privada
1658,Masculino,Engenharia Civil,3214.25,PE,Vitória,Sim,Pública
1659,Masculino,Administração,3108.63,RN,Caruaru,Sim,Empreendedor
1660,Feminino,Pedagogia,2656.56,PB,Caruaru,Não,Empreendedor
1661,Masculino,Engenharia Civil,3088.59,RN,Recife,Sim,Privada
1662,Masculino,Enfermagem,2046.09,CE,Olinda,Não,Pública
1663,Feminino,Direito,3323.04,RN,Caruaru,Sim,Pública
1664,Masculino,Enfermagem,2334.49,AL,Limoeiro,Não,Pública
1665,Masculino,Administração,2047.08,PE,Caruaru,Sim,Empreendedor
1666,Feminino,Administração,2732.65,RN,Caruaru,Sim,Privada
1667,Feminino,Enfermagem,4041.38,CE,Limoeiro,Sim,Empreendedor
1668,Masculino,Pedagogia,3670.71,CE,Recife,Não,Privada
1669,Masculino,Administração,4301.13,PE,Recife,Sim,Privada
1670,Feminino,Administração,2392.12,CE,Limoeiro,Não,Empreendedor
1671,Feminino,Enfermagem,3484.16,PE,Caruaru,Não,Privada
1672,Masculino,Administração,5542.15,AL,Caruaru,Não,Privada
1673,Feminino,Pedagogia,5177.02,PE,Recife,Sim,Privada
1674,Masculino,Pedagogia,1970.44,PB,Vitória,Sim,Pública
1675,Masculino,Pedagogia,2289.92,CE,Recife,Sim,Pública
1676,Masculino,Direito,5536.96,CE,Limoeiro,Sim,Pública
1677,Masculino,Pedagogia,4041.86,RN,Vitória,Sim,Pública
1678,Masculino,Pedagogia,3271.12,PB,Vitória,Não,Empreendedor
1679,Feminino,Direito,3137.11,RN,Limoeiro,Sim,Empreendedor
1680,Feminino,Engenharia Civil,3772.95,PE,Olinda,Sim,Empreendedor
1681,Feminino,Administração,3787.99,AL,Recife,Sim,Pública
1682,Feminino,Pedagogia,2860.21,CE,Caruaru,Não,Empreendedor
1683,Masculino,Administração,3304.16,AL,Recife,Sim,Pública
1684,Masculino,Enfermagem,2818.13,PE,Limoeiro,Sim,Pública
1685,Masculino,Administração,3702.49,PE,Caruaru,Sim,Privada
1686,Masculino,Direito,2614.92,PB,Olinda,Sim,Privada
1687,Feminino,Administração,1978.7,RN,Limoeiro,Não,Pública
1688,Masculino,Administração,5270.45,CE,Recife,Não,Privada
1689,Masculino,Administração,3416.51,CE,Vitória,Sim,Privada
1690,Feminino,Engenharia Civil,5536.47,AL,Limoeiro,Não,Privada
1691,Feminino,Engenharia Civil,1181.26,PB,Limoeiro,Não,Privada
1692,Feminino,Enfermagem,1760.63,PE,Recife,Não,Empreendedor
1693,Feminino,Direito,4060.15,PB,Olinda,Sim,Privada
1694,Masculino,Administração,3417.52,CE,Recife,Não,Pública
1695,Masculino,Administração,2110.77,RN,Recife,Sim,Privada
1696,Feminino,Administração,4863.79,AL,Olinda,Sim,Privada
1697,Masculino,Administração,2456.13,PE,Olinda,Não,Empreendedor
1698,Masculino,Engenharia Civil,4938.26,PE,Limoeiro,Não,Empreendedor
1699,Masculino,Enfermagem,3415.48,PE,Vitória,Não,Empreendedor
1700,Feminino,Pedagogia,2216.08,RN,Recife,Sim,Privada
1701,Masculino,Direito,2697.51,CE,Vitória,Não,Pública
1702,Feminino,Administração,5146.58,CE,Olinda,Sim,Empreendedor
1703,Masculino,Enfermagem,3142.7,PB,Olinda,Não,Privada
1704,Masculino,Pedagogia,4666.81,PB,Recife,Não,Privada
1705,Masculino,Enfermagem,5180.53,CE,Limoeiro,Não,Privada
1706,Feminino,Engenharia Civil,3403.49,PE,Recife,Sim,Empreendedor
1707,Masculino,Pedagogia,3232.17,RN,Limoeiro,Não,Privada
1708,Feminino,Enfermagem,3014.04,CE,Caruaru,Sim,Empreendedor
1709,Feminino,Engenharia Civil,3922.52,RN,Limoeiro,Não,Privada
1710,Feminino,Enfermagem,5307.12,AL,Recife,Sim,Pública
1711,Masculino,Enfermagem,2027.56,PE,Recife,Não,Pública
1712,Masculino,Pedagogia,3762.98,AL,Limoeiro,Não,Privada
1713,Masculino,Engenharia Civil,3711.06,CE,Vitória,Não,Empreendedor
1714,Masculino,Administração,1334.98,PB,Limoeiro,Não,Privada
1715,Feminino,Direito,2435.04,CE,Caruaru,Não,Pública
1716,Feminino,Pedagogia,2680.95,AL,Caruaru,Não,Privada
1717,Feminino,Engenharia Civil,4416.84,RN,Vitória,Sim,Empreendedor
1718,Masculino,Enfermagem,4626.74,CE,Caruaru,Não,Empreendedor
1719,Feminino,Engenharia Civil,1249.55,PB,Recife,Não,Empreendedor
1720,Masculino,Direito,4267.04,AL,Vitória,Sim,Empreendedor
1721,Feminino,Direito,4111.91,CE,Vitória,Sim,Pública
1722,Masculino,Administração,4194.06,AL,Vitória,Não,Empreendedor
1723,Masculino,Administração,3683.3,AL,Limoeiro,Sim,Empreendedor
1724,Feminino,Direito,4640.53,PE,Limoeiro,Sim,Pública
1725,Feminino,Pedagogia,4905.82,RN,Vitória,Não,Empreendedor
1726,Feminino,Pedagogia,1539.36,PE,Caruaru,Sim,Pública
1727,Feminino,Enfermagem,3441.53,AL,Recife,Não,Empreendedor
1728,Masculino,Administração,3194.61,PB,Recife,Sim,Empreendedor
1729,Feminino,Enfermagem,2812.7,PB,Limoeiro,Sim,Empreendedor
1730,Feminino,Administração,2954.59,PE,Olinda,Sim,Empreendedor
1731,Feminino,Direito,3724.14,PB,Vitória,Não,Privada
1732,Masculino,Pedagogia,1944.07,AL,Olinda,Não,Privada
1733,Masculino,Pedagogia,4304.75,CE,Recife,Não,Empreendedor
1734,Feminino,Direito,3057.05,AL,Limoeiro,Não,Empreendedor
1735,Masculino,Enfermagem,4549.58,CE,Limoeiro,Não,Empreendedor
1736,Feminino,Enfermagem,2756.08,PB,Limoeiro,Não,Privada
1737,Masculino,Engenharia Civil,2691.06,RN,Limoeiro,Sim,Empreendedor
1738,Masculino,Administração,2365.44,RN,Limoeiro,Sim,Pública
1739,Masculino,Enfermagem,2762.77,AL,Vitória,Não,Privada
1740,Masculino,Direito,2538.28,AL,Olinda,Sim,Privada
1741,Feminino,Enfermagem,4021.7,PB,Recife,Não,Privada
1742,Feminino,Pedagogia,4756.53,RN,Recife,Não,Empreendedor
1743,Feminino,Administração,3965.44,RN,Limoeiro,Sim,Pública
1744,Masculino,Engenharia Civil,3407.09,AL,Limoeiro,Sim,Privada
1745,Feminino,Administração,4084.26,RN,Limoeiro,Não,Pública
1746,Feminino,Pedagogia,3456.3,AL,Caruaru,Não,Pública
1747,Feminino,Pedagogia,3534.29,PE,Recife,Sim,Pública
1748,Masculino,Pedagogia,3132.03,RN,Limoeiro,Sim,Empreendedor
1749,Masculino,Pedagogia,4503.91,CE,Olinda,Sim,Empreendedor
1750,Masculino,Direito,420.88,PB,Caruaru,Não,Empreendedor
1751,Feminino,Engenharia Civil,940.58,AL,Vitória,Não,Privada
1752,Feminino,Pedagogia,4732.67,RN,Caruaru,Não,Privada
1753,Feminino,Pedagogia,3264.17,RN,Caruaru,Não,Pública
1754,Masculino,Enfermagem,4600.68,AL,Caruaru,Não,Privada
1755,Masculino,Engenharia Civil,2770.31,CE,Olinda,Sim,Empreendedor
1756,Feminino,Administração,5509.09,RN,Recife,Não,Empreendedor
1757,Masculino,Engenharia Civil,3336.18,PE,Limoeiro,Não,Empreendedor
1758,Masculino,Engenharia Civil,4039.27,PB,Olinda,Não,Empreendedor
1759,Masculino,Engenharia Civil,2963.42,AL,Olinda,Sim,Pública
1760,Masculino,Pedagogia,2423.44,RN,Limoeiro,Não,Privada
1761,Feminino,Pedagogia,1410.89,PB,Caruaru,Sim,Empreendedor
1762,Masculino,Direito,4442.84,AL,Vitória,Não,Pública
1763,Masculino,Administração,3974.5,AL,Caruaru,Não,Privada
1764,Masculino,Enfermagem,3612.43,AL,Caruaru,Sim,Pública
1765,Masculino,Engenharia Civil,2133.66,CE,Recife,Sim,Empreendedor
1766,Feminino,Administração,5198.56,PE,Caruaru,Não,Empreendedor
1767,Feminino,Administração,3627.05,AL,Vitória,Sim,Empreendedor
1768,Masculino,Direito,4343.47,CE,Olinda,Sim,Privada
1769,Masculino,Enfermagem,3496.42,AL,Caruaru,Sim,Empreendedor
1770,Masculino,Engenharia Civil,2192.69,AL,Olinda,Não,Privada
1771,Masculino,Enfermagem,4690.92,CE,Recife,Não,Pública
1772,Masculino,Direito,4040.92,PE,Vitória,Não,Privada
1773,Masculino,Pedagogia,3282.31,PB,Limoeiro,Não,Pública
1774,Feminino,Administração,4020.4,RN,Limoeiro,Sim,Privada
1775,Masculino,Engenharia Civil,4481.05,AL,Recife,Não,Empreendedor
1776,Feminino,Pedagogia,4292.25,PE,Vitória,Sim,Empreendedor
1777,Feminino,Direito,1446.41,RN,Olinda,Não,Pública
1778,Masculino,Enfermagem,1711.76,AL,Recife,Não,Privada
1779,Feminino,Administração,4379.42,RN,Caruaru,Sim,Privada
1780,Feminino,Engenharia Civil,2664.66,CE,Olinda,Não,Pública
1781,Feminino,Pedagogia,2241.66,PE,Caruaru,Não,Privada
1782,Feminino,Pedagogia,3946.53,PE,Caruaru,Não,Privada
1783,Feminino,Administração,2205.27,PB,Olinda,Sim,Pública
1784,Feminino,Enfermagem,2925.03,PB,Caruaru,Não,Pública
1785,Masculino,Direito,4522.72,RN,Limoeiro,Sim,Pública
1786,Feminino,Enfermagem,1683.03,CE,Olinda,Sim,Privada
1787,Feminino,Enfermagem,1858.08,RN,Recife,Não,Pública
1788,Feminino,Enfermagem,1566.8,AL,Limoeiro,Não,Pública
1789,Masculino,Administração,2466.6,PE,Recife,Não,Pública
1790,Feminino,Administração,3599.26,RN,Vitória,Não,Pública
1791,Masculino,Direito,2757.45,RN,Recife,Sim,Empreendedor
1792,Feminino,Enfermagem,5304.02,PE,Olinda,Sim,Empreendedor
1793,Masculino,Administração,4046.37,PE,Recife,Não,Empreendedor
1794,Masculino,Direito,3477.42,PB,Vitória,Não,Pública
1795,Feminino,Direito,5020.89,PB,Caruaru,Não,Privada
1796,Feminino,Enfermagem,1903.03,PE,Olinda,Sim,Empreendedor
1797,Masculino,Engenharia Civil,4539.89,RN,Limoeiro,Não,Pública
1798,Feminino,Enfermagem,3216.49,AL,Limoeiro,Não,Empreendedor
1799,Masculino,Engenharia Civil,2953.61,RN,Recife,Não,Empreendedor
1800,Masculino,Direito,4233.29,AL,Limoeiro,Sim,Pública
1801,Masculino,Administração,3004.99,PE,Vitória,Sim,Pública
1802,Masculino,Pedagogia,3718.28,AL,Limoeiro,Não,Empreendedor
1803,Masculino,Direito,3380.11,PB,Recife,Sim,Pública
1804,Feminino,Administração,3867.74,PE,Limoeiro,Não,Empreendedor
1805,Masculino,Direito,2891.5,CE,Caruaru,Não,Empreendedor
1806,Masculino,Enfermagem,4612.11,AL,Caruaru,Sim,Empreendedor
1807,Feminino,Engenharia Civil,1046.99,AL,Limoeiro,Não,Empreendedor
1808,Masculino,Direito,4269.07,CE,Olinda,Sim,Privada
1809,Feminino,Administração,1230.51,CE,Limoeiro,Sim,Privada
1810,Feminino,Enfermagem,2595.86,PE,Caruaru,Não,Pública
1811,Feminino,Pedagogia,4126.83,RN,Caruaru,Não,Privada
1812,Masculino,Enfermagem,1083.6,CE,Vitória,Não,Privada
1813,Masculino,Engenharia Civil,3699.78,AL,Recife,Não,Pública
1814,Masculino,Enfermagem,1854.38,CE,Vitória,Não,Empreendedor
1815,Feminino,Pedagogia,2337.12,PE,Olinda,Sim,Privada
1816,Masculino,Administração,2281.91,PE,Recife,Sim,Privada
1817,Feminino,Direito,1888.0,AL,Limoeiro,Sim,Privada
1818,Masculino,Engenharia Civil,1424.47,AL,Limoeiro,Sim,Privada
1819,Feminino,Pedagogia,5985.42,AL,Olinda,Sim,Empreendedor
1820,Masculino,Engenharia Civil,3281.03,RN,Caruaru,Não,Pública
1821,Masculino,Enfermagem,2015.09,AL,Limoeiro,Sim,Privada
1822,Masculino,Engenharia Civil,2825.45,PE,Vitória,Não,Privada
1823,Feminino,Pedagogia,3543.99,PE,Caruaru,Não,Privada
1824,Feminino,Direito,3045.57,CE,Limoeiro,Sim,Privada
1825,Masculino,Direito,1979.79,AL,Caruaru,Sim,Pública
1826,Masculino,Engenharia Civil,2420.92,RN,Recife,Sim,Empreendedor
1827,Feminino,Administração,4922.86,PB,Limoeiro,Não,Pública
1828,Feminino,Engenharia Civil,1816.74,CE,Limoeiro,Não,Privada
1829,Feminino,Enfermagem,1103.63,RN,Caruaru,Não,Privada
1830,Masculino,Direito,3034.45,AL,Recife,Sim,Pública
1831,Feminino,Direito,1181.94,RN,Vitória,Não,Empreendedor
1832,Masculino,Direito,2408.27,PB,Recife,Não,Empreendedor
1833,Feminino,Administração,1997.68,RN,Vitória,Sim,Empreendedor
1834,Masculino,Administração,2008.17,PB,Olinda,Não,Empreendedor
1835,Feminino,Pedagogia,3583.44,PB,Recife,Não,Pública
1836,Feminino,Engenharia Civil,3808.47,PB,Vitória,Sim,Pública
1837,Feminino,Engenharia Civil,2532.92,RN,Caruaru,Não,Empreendedor
1838,Feminino,Enfermagem,3386.74,AL,Vitória,Sim,Pública
1839,Feminino,Direito,2473.14,PE,Olinda,Sim,Pública
1840,Masculino,Administração,3981.01,PE,Vitória,Não,Privada
1841,Feminino,Enfermagem,1726.8,RN,Recife,Não,Pública
1842,Feminino,Enfermagem,3698.29,AL,Vitória,Sim,Pública
1843,Feminino,Administração,3789.3,PE,Recife,Não,Empreendedor
1844,Masculino,Engenharia Civil,6303.18,PB,Olinda,Não,Pública
1845,Feminino,Direito,1394.67,RN,Vitória,Sim,Empreendedor
1846,Masculino,Engenharia Civil,6686.91,RN,Vitória,Sim,Privada
1847,Feminino,Enfermagem,4408.02,CE,Olinda,Sim,Privada
1848,Feminino,Direito,5692.78,CE,Vitória,Sim,Pública
1849,Masculino,Pedagogia,4586.32,CE,Recife,Sim,Pública
1850,Feminino,Enfermagem,2367.75,AL,Limoeiro,Sim,Empreendedor
1851,Masculino,Engenharia Civil,4289.41,RN,Limoeiro,Não,Privada
1852,Masculino,Engenharia Civil,2701.22,CE,Recife,Não,Empreendedor
1853,Feminino,Engenharia Civil,3394.23,RN,Vitória,Sim,Pública
1854,Masculino,Administração,2090.38,PB,Recife,Sim,Privada
1855,Feminino,Enfermagem,2685.56,CE,Olinda,Sim,Pública
1856,Feminino,Direito,4576.37,RN,Recife,Sim,Privada
1857,Masculino,Engenharia Civil,4025.55,AL,Limoeiro,Sim,Empreendedor
1858,Masculino,Engenharia Civil,4729.08,AL,Caruaru,Não,Pública
1859,Masculino,Administração,1822.63,AL,Olinda,Sim,Pública
1860,Masculino,Direito,1255.47,CE,Vitória,Não,Privada
1861,Feminino,Enfermagem,4822.06,AL,Recife,Sim,Empreendedor
1862,Feminino,Pedagogia,4733.21,PE,Olinda,Não,Privada
1863,Masculino,Administração,3753.84,PB,Limoeiro,Não,Privada
1864,Feminino,Enfermagem,4003.07,RN,Vitória,Sim,Privada
1865,Feminino,Pedagogia,4538.05,PE,Recife,Sim,Pública
1866,Feminino,Engenharia Civil,3717.83,CE,Recife,Sim,Empreendedor
1867,Feminino,Engenharia Civil,4144.0,RN,Vitória,Não,Empreendedor
1868,Masculino,Direito,4477.79,RN,Caruaru,Sim,Empreendedor
1869,Masculino,Pedagogia,3387.78,AL,Caruaru,Sim,Privada
1870,Feminino,Engenharia Civil,3085.29,RN,Olinda,Não,Empreendedor
1871,Masculino,Engenharia Civil,3958.46,RN,Recife,Não,Empreendedor
1872,Masculino,Direito,6217.54,PB,Olinda,Sim,Pública
1873,Masculino,Enfermagem,2482.78,CE,Vitória,Sim,Pública
1874,Feminino,Engenharia Civil,2983.11,PE,Olinda,Sim,Pública
1875,Feminino,Administração,1392.31,AL,Recife,Sim,Privada
1876,Feminino,Administração,4021.76,PB,Caruaru,Sim,Pública
1877,Masculino,Enfermagem,2864.08,PE,Caruaru,Sim,Empreendedor
1878,Feminino,Pedagogia,1819.6,PE,Vitória,Sim,Pública
1879,Feminino,Direito,3423.69,PB,Limoeiro,Não,Privada
1880,Masculino,Administração,5293.56,AL,Olinda,Não,Pública
1881,Feminino,Administração,3077.57,CE,Vitória,Não,Empreendedor
1882,Feminino,Enfermagem,3187.38,PB,Caruaru,Não,Pública
1883,Masculino,Pedagogia,5246.85,PB,Recife,Sim,Pública
1884,Masculino,Pedagogia,3493.99,PB,Recife,Sim,Pública
1885,Masculino,Enfermagem,2050.83,AL,Limoeiro,Não,Privada
1886,Feminino,Administração,4326.8,PB,Limoeiro,Não,Privada
1887,Feminino,Direito,4849.51,PB,Caruaru,Sim,Privada
1888,Feminino,Administração,3259.55,RN,Limoeiro,Sim,Privada
1889,Masculino,Pedagogia,3656.59,RN,Limoeiro,Não,Privada
1890,Masculino,Administração,1926.57,RN,Recife,Não,Pública
1891,Feminino,Direito,2455.3,RN,Olinda,Não,Pública
1892,Feminino,Engenharia Civil,3100.35,PB,Recife,Não,Privada
1893,Masculino,Administração,3592.32,RN,Recife,Sim,Privada
1894,Masculino,Enfermagem,2756.3,PE,Caruaru,Sim,Pública
1895,Masculino,Engenharia Civil,3055.06,CE,Caruaru,Sim,Empreendedor
1896,Masculino,Enfermagem,3351.42,RN,Olinda,Não,Pública
1897,Feminino,Enfermagem,2302.37,AL,Vitória,Sim,Privada
1898,Masculino,Enfermagem,3177.44,CE,Limoeiro,Não,Pública
1899,Feminino,Administração,4887.13,PE,Limoeiro,Sim,Privada
1900,Feminino,Pedagogia,2784.77,CE,Recife,Não,Pública
1901,Feminino,Engenharia Civil,2418.88,CE,Recife,Não,Pública
1902,Masculino,Direito,6002.15,PE,Olinda,Sim,Pública
1903,Masculino,Pedagogia,3770.72,RN,Limoeiro,Sim,Empreendedor
1904,Masculino,Administração,2572.59,PE,Recife,Sim,Pública
1905,Masculino,Enfermagem,4272.2,AL,Recife,Não,Pública
1906,Feminino,Direito,3807.33,PE,Caruaru,Não,Empreendedor
1907,Masculino,Engenharia Civil,2815.78,PB,Vitória,Não,Pública
1908,Masculino,Pedagogia,3441.26,PB,Olinda,Sim,Empreendedor
1909,Feminino,Pedagogia,3150.27,CE,Vitória,Não,Empreendedor
1910,Masculino,Direito,4688.1,RN,Vitória,Sim,Empreendedor
1911,Feminino,Administração,4317.61,RN,Olinda,Não,Pública
1912,Feminino,Engenharia Civil,928.47,PB,Limoeiro,Sim,Privada
1913,Feminino,Direito,5783.49,AL,Recife,Não,Pública
1914,Feminino,Enfermagem,3154.02,PE,Olinda,Sim,Privada
1915,Feminino,Engenharia Civil,5566.84,PE,Recife,Sim,Privada
1916,Feminino,Pedagogia,4359.26,PE,Caruaru,Não,Empreendedor
1917,Feminino,Direito,3797.88,AL,Vitória,Não,Empreendedor
1918,Feminino,Pedagogia,3387.0,AL,Caruaru,Não,Empreendedor
